0	0	-2384.73518429709657	0
1	0	646.582647833549231	0
1	1	1212.5624873447191	796.582336726947574
2	0	569.170860403950769	0
2	1	665.757664580669712	635.36766122671429
2	2	836.088325694174273	169.66973234459627
3	0	-158.033660053522425	0
3	1	-309.84112897076551	245.734421548529866
3	2	889.343618629572347	-914.153923716329246
3	3	274.548146021950231	1141.26719635422637
4	0	353.198830113796362	0
4	1	-445.822422263819874	-515.953657414630698
4	2	765.062445442849935	-152.753083075464559
4	3	732.63714884974604	-250.565175883222167
4	4	122.563074387772033	-932.737320626469341
5	0	-547.662594774725221	0
5	1	-74.3395732376602751	-142.743448006587016
5	2	44.010886611415188	312.42292670171696
5	3	257.681874896705438	76.6698060194869555
5	4	-1053.07680875195888	130.696590625037459
5	5	-105.224707569500637	448.16308398461149
6	0	251.484717363775076	0
6	1	4.84090292223029373	-343.679627858710489
6	2	-50.441044913326671	273.61828306740523
6	3	107.54018681357185	376.345317538335109
6	4	-396.829443376394806	347.451781143611697
6	5	-219.940741026416134	-407.447780560835042
6	6	-77.6037622219883048	-53.3435017674493324
7	0	-279.175650177666057	0
7	1	52.1105374817039788	402.365813337507575
7	2	-353.436250690984707	-54.7844302150557638
7	3	-138.858454682541151	35.5433509042210432
7	4	509.044602517435294	-71.4010843187164568
7	5	7.09718854928060061	-20.9299292232932466
7	6	116.774154548363896	217.175982838780328
7	7	-52.2402530449871847	-201.699583239912585
8	0	18.5432329004742051	0
8	1	-36.0486963546482215	-162.351461815619331
8	2	-234.800087166384742	-17.5177854512420446
8	3	63.5194971873743981	98.9545246206429994
8	4	50.2519468986789235	-157.369621571262172
8	5	-117.639299248676224	-9.93684871168668238
8	6	-190.592180664854908	-176.41633759311938
8	7	375.956608988139067	90.136166368078932
8	8	194.611904372252525	262.961829237783093
9	0	-169.349735404157144	0
9	1	115.22066978628385	154.975271633593081
9	2	-99.2478669188153049	-90.0501345534139688
9	3	-25.3552290391071615	2.29608785222630152
9	4	-21.346191899707911	-123.860057944003913
9	5	119.941946197761496	158.983323722041462
9	6	11.0785040736374576	-432.068470142118713
9	7	-25.8600839767312287	-205.244337323397389
9	8	-229.51692147475444	-202.468837378784968
9	9	-53.0405113037435214	-190.798327824886002
10	0	-49.238470772057596	0
10	1	95.4430926867614033	-120.306595038001731
10	2	345.994828262303599	182.871919205578934
10	3	-199.340959301924443	-161.778580330098293
10	4	170.753324675943929	-48.9564192934805789
10	5	56.5730767949168296	70.7971984260626357
10	6	-161.067873388209051	148.680108677207329
10	7	-16.7394743454102226	120.654079208556453
10	8	-164.08412416593012	189.422963869430617
10	9	300.564411688619657	-24.7861820601536813
10	10	-165.832028854011185	125.834556996009567
11	0	-64.6982395216583797	0
11	1	302.99344721192324	-78.3682239037410397
11	2	14.3998832576401234	104.196212041004785
11	3	4.31513609590592573	-53.3509518777667964
11	4	-105.794091576210263	150.256917466980752
11	5	143.851716419191092	55.6694286931179363
11	6	-27.7338945303575137	-2.21938200108256511
11	7	-46.5071059823855748	-156.881851763292673
11	8	-142.208617020767605	-133.805011191404446
11	9	-65.4085910497386465	144.086586840919125
11	10	-130.212200086324515	-95.2949085638256435
11	11	-97.6047541292680449	-48.1951782142565648
12	0	-47.3530237635080482	0
12	1	14.7430042162863142	-86.0328423015587873
12	2	63.6028158260660348	-39.5597521685582052
12	3	-42.2722831242174735	-160.064627405300428
12	4	102.194618924160551	-48.7348931130076863
12	5	-45.0967625250688045	-101.357556304776978
12	6	-138.562353596391802	27.6709295352881455
12	7	-38.1828596081356935	-80.7766883653119976
12	8	145.905130758165484	-81.5212983239417639
