0	0	-2393.42183008690927	0
1	0	614.405096654190629	0
1	1	1216.65713022305363	801.081514031414144
2	0	547.813034971251795	0
2	1	666.798069807441152	629.584794135572338
2	2	836.54508775234001	170.211407349370688
3	0	-226.149847476697516	0
3	1	-289.372713016245257	270.95062928191669
3	2	878.281045753785179	-913.980153802246491
3	3	272.953818844162583	1141.81452464626022
4	0	315.78805153937401	0
4	1	-442.412497350751437	-536.645152053271204
4	2	767.446631765084362	-148.87341137730084
4	3	731.040496469560594	-251.556797519113729
4	4	123.435201898641324	-933.843560226890418
5	0	-780.414422313519822	0
5	1	22.6176609167449172	17.9038222698210632
5	2	-66.3507229358320956	306.89369786229139
5	3	226.675690543878147	86.2593695180438544
5	4	-991.081208388620439	119.956387095016126
5	5	-102.668164018905514	449.224727960345774
6	0	157.801871559490564	0
6	1	16.2628858830115206	-445.974562019530993
6	2	-54.360514324368495	296.885363093688511
6	3	96.112085938621405	372.989879136141099
6	4	-377.988650131728832	319.653464953346145
6	5	-231.705802021259473	-407.648641166969867
6	6	-90.0559189026353266	-61.7425882342031329
